Name,Type,One Liner,Industry,Website,Service / Product Description,Business Model,Technology,Customer,Pain Point,Value Chain,Theme,Focus Area,Opportunity Space,Founded,Employees,Country,City,Funded,Funding Stage,Latest Funding Date,Total Funding (USD),Latest Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Inc. Radar,Hero,Comments,,,Old or New
Traceon,,Telematics solutions for mobile asset location and management,Automotive,http://www.traceon.com/en/,"Traceon provides telematics services for businesses to track and manage their mobile assets in real-time. The company provides both hardware and software parts for the solution. The GPS devices are installed on the vehicles and start sending data to Traceon servers, where it is processed and made visible via an internet-based dashboard to the clients. Claims their systems are compatible with existing ERPs. Features include real-time visibility, route optimisation, and 5-20 sec refresh rate. The software tools also provide business reports based on analysis of historical logs. Additional features include traffic information, temperature and humidity monitoring, optimising fuel consumption for ecological usage etc.",,,,,,,,,2005,,Switzerland,Zurich,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trackersense,,,,,Developing and deploying parcel delivery and asset tracking technology to drive supply chain efficiencies worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,Old
Trackroute,,Route planning and optimization software,Logistics,http://trackroute.com,"Trackroute provides a route planning and optimisation software. Features include import from excel, load distribution planning, route export to excel, xml or mobile device. Additional features include application based walkie talkie communication and real-time tracking of the fleet. It is also available as an API. Clients include Resonate, PNC, Avon, Kite and BlueKite among others. As of April 2017, pricing is dependent on the number of routes calculated using the platform and number of drivers starting at 9.5 Dollars per month for one route a day. The pricing of API is dependent on the number of transactions starting at 195 Dollars per year for 1000 transactions.",,,,,,,,,2009,,USA,Mclean,No,Unfunded,,,,Emerging,,,,,,Data & AI,Fleet Utilization,Old
TracksCO2,,Decentralized platform for voluntarily carbon market,Blockchain,http://tracksco2.com/,TracksCO2 is a decentralized platform for voluntarily carbon market. It allow corporations to monetize by reducing their carbon emissions. Uses smart contracts for rewarding the users. The app is available for iOS.,,,,,,,,,2018,,Spain,Barcelona,No,Unfunded,,,,Distant,,,,,,"Carbon CS, offsetting & trading",CO2 Trading/Offsetting/Exchange,Old
Tracktimize,,Mobile-based solution for fleet management,Logistics,http://tracktimize.com,"Tracktimize provides app based solutions to monitor and track fleet.  Their offering can be integrated with existing platform of the client to enable efficient management. Their app offers features like i)  barcode scanning (through a mobile camera or external scanner),   i)  mPOS to capture a POD signature and create sales in dynamic environment iii) track inventory real-time iv) route optimisation and navigation features.  It has a subscriptions-based model which client can avail depending upon the fleet-size and business need. They charge a monthly fee ranging from $50 onwards.",,,,,,,,,2016,,Israel,Modiin,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trade Statza,,,,http://tradestatza.com/,"TradeStatza offers trade data solutions. The data is gathered from portsaround the world using shipping manifests, bill of landing, bill of entries, and shipping bills. The company claims to have data of more than 85+ countries. The clients include Cipla, Tata Steel, AsianPaints, DBS, Vedanta, and others.",,,,,,,,,2001,,,,,,,,,,,,,,,,,Old
TradeERP,,Web based ERP solutions for the logistics industry.,Logistics,http://www.tradeerp.in,"TradeERP provides Logi-Sys, a web based ERP solution for freight forwarders, logistic service providers, 3PL, warehouse and transportation management companies. The solution manages freight forwarding operations for both international and domestic requirements, under various modes including air, sea and land, right from receiving the sales inquiry to balance sheet. Logi-Sys integrates the freight forwarding operation with sales, CRM and billing. Also offers an integrated financial accounting module as well as full visibility to all stake holders through an integrated client portal and mobile app. The company also provides ERP solutions for retailers, SCM, fleet management, educational institutions etc.",,,,,,,,,2006,,India,Surat,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Tradelens,Corporate Partnership,,,https://www.tradelens.com/,"Partnership between Maersk and IMB to deliver end-to-end digital services, removing the reight forwarder, and creating better transparency and accountability for the reserved space on cargo vessels.",,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,Old
TradeLikeSolomon.com,,Online platform for booking freight forwarders,Maritime,https://tradelikesolomon.com/,,,,,,,,,,2018,,,,No,Unfunded,,,,Distant,,,,,,Business Model Innovation,Freight Orchestration,Old
Trakref,,,,https://www.trakref.com/,"Trakref provides compliance, asset management, benchmarking, and communication solution for the organizations. The product Trakref is a cloud-based HVAC/R management software for meeting California Air Resources Board (CARB) Refrigerant Management Program (RMP), EPA 608 and ISO 14001 compliance requirements. Features include refrigerant lifecycle tracking and management and platform following the Statement on Standards for Attestation Engagements 16 (SSAE 16) regulatory standards.",,,,,,,,,2011,,USA,Nashiville,,Series A,,1250000,,,,,,,,Physical Process Enhancement,Disaster proofing and management,Old
Transactive Grid,,Real-time metering of local Energy generation,Energy,https://poseidon.eco/index.html,"TransActive Grid is a joint venture uniting LO3 Energy and Consensus Systems.  It is based on the open source, decentralized application platform of Ethereum. Their business logic layer delivers real-time metering of local Energy generation and usage as well as other related data. This open Energy platform is transparent, peer-to-peer, and cryptographically secure. The first demonstration project is a neighborhood installation in Brooklyn, New York.",,,,,,,,,2015,,USA,New York City,No,Unfunded,,,,Emerging,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Transatomic,,A nuclear reactor design company,Nuclear Reactors,,,,,,,,,,,2010,,USA,Cambridge,No,Series A,,9231294,,Existing,,,,,,Fuel & Efficiency,New Fuel Types,Old
TransCore Link Logistics,,Cross border load board for carriers and brokers,Maritime,http://www.linklogi.com,"TransCore LinkLogistics is an online technology company providing platforms for carriers and brokers for facilitating the load booking and transportation process. The company provides multiple products like LoadLink, an online load board; RateIndex, an online truckload spot rate tracker; LinkDispatch, a dispatching and scheduling platform for carriers and forwarders; DriverLink, an online board for driver jobs; and other products for fuel, routing and tax management in partnership with industry leaders.",,,,,,,,,1990,,Canada,Mississauga,No,Unfunded,,,,Existing,,,,,,Business Model Innovation,Freight Orchestration,Old
Transfix,,On demand load matching and booking platform,Logistics,https://transfix.io,"Transfix is smart phone application connecting independent owner-operators, small carriers with shippers using an automated matching system. Takes a certain cut on all transactions, generally 10%. A shipment is entered into the Transfix system, which then scans the pick-up vicinity for available drivers. The system then scores each driver based on empty mileage from their position to the load, waiting time until load availability, and past performance. The best match gets pinged for the job. After this, everything is handled by smartphone from route optimization to any other navigational assistance.",,,,,,,,,2012,,USA,New York City,Yes,Series C,,79000000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Transfocus,,Software solutions for freight logistics,Logistics,https://transfocus.com.au/,"Transfocus provides software solutions for freight logistics. Its products include a software suite for trucking companies. It consists of a cloud-based transportation management software which includes features like driver location and pallet tracking and tools for pricing and invoicing. It also consists of a mobile application for drivers which can be used for capturing billing information and other information like receiver names, signatures, photos and GPS coordinates of deliveries. The TMS also features a notification management module which can be used for sending notifications to customers and a customer portal which can be used by customers to create new orders, tracking and invoicing. The suite also consists of an electronic POD solution and an operations module. It also supports third-party integrations with Xero and Myob.",,,,,,,,,2003,,Australia,Adelaide,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Transmetrics,,Big Data predictive analytics cloud solution,,https://transmetrics.eu/,"Transmetrics helps freight companies to predict future volume of shipments for the next 2-6 weeks, which enables companies to eliminate empty capacity before it occurs. This leads to multi-million savings and on top of that reduces the amount of CO2 emissions produced, lowers the amount of fossil fuels used by the transport industry, reduces traffic on the roads and lowers prices for freight shipments. Transmetrics’ prediction approach is based on advanced statistical methods, machine learning and data mining algorithms. Its pricing follows monthly pay-as-you go model with companies paying only for what they actually use in prediction.",,,,,,,,,2013,,Bulgaria,Sofia,Yes,Seed,,670K,,,,,,,,Physical Process Enhancement,Container logistics optimisation,Old
TRANSO,,"Provider of a cloud, blockchain and IoT-based platform connecting shippers and carriers",Logistics,https://www.transo.in,"Ezyloads Logistics is the provider of a cloud, blockchain and IoT-based platform connecting shippers and carriers. Its app-based platform enables matching of shippers and truckers for on-demand sourcing of road haulage services for cargo transportation. Its other features include shipment tracking and monitoring, connected last-mile deliveries, dispatch management, logistics performance visibility, driver, fleet and fuel management, navigation, booking of part and full-load vehicles, and multi-point drop.",,,,,,,,,2017,,India,Bangalore,Yes,Seed,,,,Distant,,,,,,Data & AI,Fleet Utilization,Old
Transplanning,,Blockcahin-based supply chain solutions,,https://www.transplanning.com/,"Transplanning provides supply-chain and logistics solutions based on artificial intelligence, smart contracts and blockchain technology. The solutions provide the digital representation of a physical asset and information of the physical asset is stored on the blockchain, which enables companies to track the performance of asset throughout its lifecycle. Offers blockchain-based IoT solutions, that provides information such as where the product was made, on what date it was first sent to a warehouse, which distributor bought it, where it was stored and for how long etc. for supply chain management. Serves shipping companies, port and terminal operators, freight forwarders, manufacturers and customs authorities.",,,,,,,,,2016,,USA,Southlake,,Undisclosed,,-,,,,,,,,Supply chain optimisation,Paperwork simplification/reduction,Old
Transport Auto Quoter,,Online marketplace for automobile transportation service,SaaS,https://www.transportautoquoter.com,"Transport Auto Quoter (TAQ) is a company providing auto quoting tools for the automotive shipping businesses. The company allows users to view for the quotes for their vehicle transport by entering the origin, destination and vehicle details.They are then provided with multiple service providers with quotes. Users can go ahead with the chosen service provider and can book online. Also, provides an automatic quotation generating tool, 'TAQ Pro', with customisable tools for the business owners. The solution can be integrated through APIs and plug-ins with an existing enterprise management system. TAQ Pro costs $300 per month for upto 3000 quotes.",,,,,,,,,2014,,USA,Boardman,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Transporteca,,Sea freight booking portal for LCL shipping,Maritime,https://transporteca.com/,"Comparison and Booking Portal for Freight Forwarding Services.  Transporteca helps small businesses finding and booking ocean freight services for their imports and exports. By collaborating with established freight forwarders and offering an IT platform where small businesses can search and book for transportation services matching their needs, Transporteca aims to save time and cost for small businesses and freight forwarder alike.  This is the first booking portal in the industry offering immediate booking confirmation. This enable the small business to spend less time on freight forwarding.  Traditionally, small businesses use airfreight extensively as it is easily accessible (through DHL, FedEx, etc.). By making ocean freight as easily accessible, both cost and environmental impact is reduced.",,,,,,,,,2012,,China,Hong Kong,Yes,Funded,,,,Existing,,,,,,Business Model Innovation,Freight Orchestration,Old
Transporter,,Yet-to-launch closed marketplace for intra-city freight transport,Logistics,https://transporter.city/,"Transporter is an inter-city freight transport booking platform. Claims to provide 100% carrier placement. Lets merchants handle statutory paperwork including bills, invoices, transit forms through its platform. Provides real-time cargo tracking for all trucks on its platform. Claims to have optimized more than hundred 500km+ routes for shortest turn around time. Founding team comprises of CXOs from Oyo Rooms &amp; AIL. The company was part of Axilor Ventures' accelerator program.",,,,,,,,,2015,,India,Gurgaon,Yes,Seed,,145439,,Existing,,,,,,Data & AI,Fleet Utilization,Old
TransportSimple,,Provides saas based application for fleet management services,Logistics,https://www.transportsimple.com,"TransportSimple offers a saas based application for fleet management services. The platform includes features like real-time vehicle stats, analytical reports, GST complaint, alert and notification services. The company offers services like tracking, managing, invoice report, and performance analytics.",,,,,,,,,2017,,India,Bangalore,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Transview Logistics,,Provider of cloud-based supply chain management software,Manufacturing,http://transviewlogistics.com/,"Transview Logistics is a provider of cloud-based supply chain management software. Its features include management of inventories, transportation, truck routing, distribution optimisation, freight bidding, warehouses, sales, orders, ERP integrations, demand planning, accounting, order quoting and status. It caters to the metal service industry.",,,,,,,,,2014,,USA,Houston,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Tranztec Solutions,,Software solutions for trucking businesses,Logistics,https://www.tranztec.com,"Tranztec Solutions provides software solutions for the trucking industry. Its products include Tranzactor - a software integration suite, VIA Mobile -  a carrier mobility system and DRM -  a software solution for driver management. Driver Relationship Management is a software solution for managing drivers which include modules such as driver marketing, recruiting, candidate and applicant management, onboarding, performance management and off-boarding process. VIA is a carrier mobility system is a software solution for carriers which enables them to track their fleet and communicate with the drivers. Its features include - integration with TMS, real-time tracking, 2-way communication and online exchange of documentation among others. Its partners include Jayco, Blackbay, Ruan, Crowley and RCS among others.",,,,,,,,,2001,,USA,Perrysburg,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trelar,,Online marketplace for for booking freight services,Logistics,https://www.trelar.com,Trelar is an online marketplace for booking freight services. The mobile application is available for truck drivers for searching and accepting the loads. The platform also provides fleet management tools and it allows documents saved in a digitalized format.,,,,,,,,,2018,,USA,Austin,Yes,Seed,,2100000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trella,,Online marketplace for freight transportation services,Logistics,https://www.trella.app,Trella is an online marketplace that connects shippers with carriers for freight transportation. Users can search & book freight transportation services from partner carriers. Users can also track the load in real-time and make online payments.,,,,,,,,,2018,,Egypt,Cairo,Yes,Seed,,750000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trinence Capital,,,,http://trinence.com,"Trinence Capital offers database on trade and shipping activities around the world. The shipment data covers name, address, contact details, products, pricing details, description, quantity, HS code etc. The other solutions include Export Management for managing credit, logistic and legal risks; End Use Management for enterprise deployment, survey configuration; and Export compliance for regulatory compliance solutions;",,,,,,,,,2015,,,,,,,,,,,,,,,,,Old
Triskel Marine,,,,http://triskelmarine.co.uk,"Marine data management, communications and power control",,,,,,,,,,,,,,,,,,,,,,,,,,Old
Truck Dispatch,,Software solution for management of trucking business,Logistics,http://www.truckdispatch.biz,"TruckLogics is a software solution for management of dispatch and other business operations in the trucking business. The solution consists of a driver facing mobile application which can be used for receiving dispatch information, send updates to all parties and capture and upload documentation like BOL etc. The software includes features like tracking, invoice generation, and management, order consolidation and maintenance management. Pricing is dependent on the size of fleet starting at 24.95 Dollars per month for a fleet of 3-7 trucks.",,,,,,,,,2014,,USA,Rock Hill,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Truckersphere,,Cloud-based solution for management of trucking business,Logistics,http://www.truckersphere.com,"Truckersphere provides a software solution for trucking SMEs. Features include dispatch management, schedule maintenance, invoice management, accounts, and P&L management. Additional features include  LTL management, route planning, IFTA tax fuel reporting and automated SMS alerts. The platform is available an iOS, Android and web application as of June 2017. Pricing is based on the size of fleet starting at 8.95 Dollars per month for one vehicle.",,,,,,,,,2015,,USA,Rock Hill,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Truckerzoom,,Software solution for FCL trucking business,Logistics,https://www.truckerzoom.com,"Truckerzoom provides a software solution for management of FCL trucking business. Its features include drivers and shipments tracking, management of documents, accounting tools and real-time quotes. Additional features include EDI integration and quote engine. Pricing is dependent on the number of drivers starting at 799.99 per month.",,,,,,,,,2009,,USA,Chicago,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Truckr Technologies,,Online marketplace for freight transportation services,Logistics,http://truckrtech.com,"Truckr is an online marketplace that connects cargo owners/shippers with a network of carriers for freight transportation. The platform enables users to search, compare and book freight transportation from multiple partner carriers after providing relevant details. Features include real-time freight visibility & tracking, complimentary insurance coverage, waybill generation/document management, and invoicing. Its mobile app is available for Android devices.",,,,,,,,,2018,,Ghana,Accra,Yes,Seed,,100000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
TruePath Wireless,,Provider of base stations for wireless connectivity,Telecomm,https://www.epak.de,"TruePath Wireless provides base-stations for wireless connectivity to cruise ships. It provides a transparent wireless link to the operator. Its solution utilizes cutting edge radio and antenna technologies including MIMO and multi-antenna TX/RX beamforming. The complete system is claimed to involve  OTA provisioning, monitoring,  QoS configuration to enforce all with an easy to use interface.",,,,,,,,,2011,,USA,San Jose,Yes,Funded,,,,Existing,,,,,,Data & AI,5G Connectivity,Old
TruKKer,,Online aggregator of trucking services,Logistics,https://www.trukker.ae,"TruKKer is an online aggregator of trucking services. It allows users to book trucks online, receive quotes and track shipments en route. It provides multiple truck types and supports commercial moves, truck rentals, containerised movements from ports, customs clearance and last-mile deliveries.",,,,,,,,,2016,,United Arab Emirates,Abu Dhabi,Yes,Series A,,27100000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trukkin,,Online market platform for booking trucking services,Logistics,https://trukkin.com,"Trukkin is an online market platform for booking trucking services. Users can place their load requests, receive quotes, confirm bookings, track shipments, confirm deliveries and make payments. They offer multiple types of pickup and trailer truck services.",,,,,,,,,2017,,United Arab Emirates,Dubai,Yes,Series A,,3500000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Trukky,,Online marketplace for intercity freight transportation,Logistics,https://www.trukky.com,"Trukky.com is an aggregator and a mobile first platform to source intercity logistics solutions. Currently offers both FTl &amp; LTL service through MobileApp and website. Claims to have an attached fleet of over 3000 verified vehicles through 300 vendors trukky. Claims to operate in 7 cities across NH8 and extensions and also to have raised angel funding from Gujarati entrepreneurs as well as from one of the co-founders of MakeMyTrip in 2015. As of April 2017, plans to raise $500k in a pre-series A round from from existing as well as new angel investors. Claims to offer part-load or load-sharing services of 50-3,000 kg across 50 routes, and full load (truck rental) services up to 21 tonnes across 30 major routes. Claims to have 3,000 trucks and 5000 customers. Claims to have clocked INR 7 crore of gross sales from June 2016 to April 2017.",,,,,,,,,2015,,India,Ahmedabad,Yes,Seed,,512916,,Existing,,,,,,Data & AI,Fleet Utilization,Old
TRUX,,Integrated marketplace & management platform for dump trucks catering to construction logistics,Logistics,https://www.truxnow.com,"TRUX (formerly TruckTap) allows contractors and job supervisors to book dump trucks for construction and manufacturing related hauling purposes through a mobile app or website. Offers a cloud-based management software integrating automated dispatching, asset tracking, driver notification, paperless ticketing, and driver payments. The contractors can post requirements, schedule the trucks, view punch-ins and punch-outs, and pay online through the App. Truckers can view the requirements posted by contractors and consequently accept the job offers most suited to them. The App offers hourly rates for hiring trucks and supports online payment.",,,,,,,,,2014,,USA,Waltham,Yes,Funded,,20000000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Truxapp,,Mobile app connecting shippers to logistics service providers,Logistics,https://www.truxapp.com,"Trux is a mobile first application for enterprises and businesses to book trucks for their logistics requirements. Provides a tech backed market place model, with other features such as real time vehicle and consignment tracking, APIs, real time route optimization, route geo-fencing etc. The company also claims to provide commercial vehicles on different types of leasing models. Has a presence in 25+ cities with 35K trucks on the platform as of August 2016 and serves large industries, SMEs, railway side operations, wholesalers and retailers and individual transporters. The company earlier provided a mobile app for booking mini trucks. Raised $3.1M in an angel round of funding from a clutch of angel investors including family of Videocon Industries’ chairman Venugopal Dhoot; Ajay Bhatia, managing director of UAE-based Bhatia Brothers LLC; and Tarun Khandelwal in August 2017.",,,,,,,,,2015,,India,Delhi,Yes,Series A,,6002526,,Existing,,,,,,Data & AI,Fleet Utilization,Old
TT Docks,,,,https://ttdocks.com/,"Blockchain solutions for Supply Chain Management using Smart-contracts, and distributed ledgers to provide a collaborative trust in trade",,,,,,,,,,,,,,,,,,,,,,,,,,Old
TTSI,,Asset-based logistics provider,Maritime,https://www.tts-i.com,"Total Transportation Services (TTSI) is an asset-based logistics service provider. Services offered by the company includes drayage, transloading/warehousing, freight management, infrastructure management, and safety & security. The company also offers a full supply chain solution for construction & infrastructure projects.",,,,,,,,,1989,,USA,Rancho Dominguez,Yes,Acquired,,1250000000,,Existing,,,,,,Business Model Innovation,Switching Transport Mode,Old
Tulip Wind,,,,https://www.tulypwind.com,A vertical axis 300kW windturbine with tulip shaped airfoils.,,,,,,,,,,,,,,,,,,,,,,,,,,Old
TurboBroker,,Software solutions for logistics,Logistics,https://www.turbobrokers.com,"Turbobrokers provide software solutions for logistics. Its solutions include customs software and shipping software. Its customs software can be used by customs brokerage or import or export businesses. It can be used for automated customs declaration, harmonized system codes, EDI and costing. It also supports TRIPS / CAPS integration. The shipping management software for freight forwarders, 3PL, NVOs, and carriers can be used for shipping management and BOL consolidation, electronic submission of documents. It also supports EDI, EDIFACT/CUSCAR, and Quickbooks integration.",,,,,,,,,2000,,Canada,Brampton,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
TURBOTECH,,Developer of energy storage system for aircraft,Aerospace,,,,,,,,,,,2017,,France,Toussus-le-noble,No,Series A,,,,Existing,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,Old
Twill,,Tech-enabled freight forwarder,Maritime,https://www.twill.net,"Twill is a tech-enabled freight forwarder. Offers an online platform and enables customers to get instant quotes, book & track freight shipments on the platform. Offers tech-enabled services for FCL (Full Container Load) and port-to-door shipping. Offers a back-end platform for users to manage operations centrally, with features such as analytics, reporting, real-time shipment tracking, document management, and more. Clients include YJ Europe, PJA, Savisto among others.",,,,,,,,,2004,,Netherlands,The Hague,No,Unfunded,,,,Existing,,,,,,Business Model Innovation,Freight Orchestration,Old
uComex,,,,http://www.ucomex.com/en/comex,"UComex is a platform which provides trade analysis solutions for various businesses. It generates charts & graphs with statistical data on imports & exports. It is compatible with various devices such as the laptop, tablets, and smartphones. The app is available for Android, iOS, and Windows Phone. It offers a subscription-based pricing model.",,,,,,,,,2015,,,,,,,-,,,,,,,,,,Old
TGE Marine Gas Engineering,,"EPCS services provider for LNG carriers, offshore bunkering & storage vessels",Energy,,,,,,,,,,,1980,,Germany,Bonn,No,Acquired,,,,Emerging,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,
ULEMCo,,Manufacturer of commercial vehicles intended to offer ultra-low emission hydrogen-fueled vehicles,Automotive,,,,,,,,,,,2014,,England,Liverpool,No,Funded,,,,Emerging,,,,,,Fuel & Efficiency,New Fuel Types,Old
ULEMCo Ltd,,,,,"Cost effective hydrogen engine technologies and capability Our hydrogen dual fuel approach has been proven in small vessels, as a whole range of vehicles. We mix hydrogen with diesel at various ratios depending on the performance requirments and importantly to minimse NOx. On the back of this knowledge we are also demonstrating 100% hydrogen combustion engine designs that would be both effecient, and ultra-low emission.",,,,,,,,,,,,,,,,,,,,,,,,,,Old
Undagrid,,,,https://www.undagrid.com/maritime-0,"Undagrid is an internet of things network service provider that develops mesh networks of nodes. They provide sensors with low power connectivity for purposes such as smart parking sensoring, equipment tracking for industries. They have tested with Amsterdam Airport for ground level device tracking and analytics.",,,,,,,,,2014,,,,,,,$30K,,,,,,,,,,Old
Undo,,Carbon offset trading platform,Blockchain,https://doyouundo.com.au/,"Undo is a carbon offset trading platform. It offers a smartphone app and a computer software that connects users with carbon reduction projects. The projects developing clean energy, land improvement, and reforestation are offered carbon offset certificates that can be traded on a global exchange.",,,,,,,,,2015,,Australia,Sydney,No,Unfunded,,,,Emerging,,,,,,"Carbon CS, offsetting & trading",CO2 Trading/Offsetting/Exchange,Old
Unifaun,,,,https://www.unifaun.com,"Unifaun provides SaaS-based collaborative transportation management solutions. The company connects shippers and carrier over a single platform. The software enables shippers to search, book and manage transport operations. The back-end allows carriers to manage transport operation with features such as reporting, customer management, dispatching, real-time tracking, and more.",,,,,,,,,1996,,,,,,,,,,,,,,,,,Old
Uniheat,,Thermal energy storage solution provider,Energy,,,,,,,,,,,2011,,Poland,Sosnowiec,No,Series A,,,,Existing,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,Old
Ursa Space,,,,https://www.ursaspace.com,"Ursa Space Systems procures satellite imagery from their own constellations as well as other satellite constellations. Their in-house analytics engine extracts relevant information from satellite imagery and provide maps displaying such information. Currently use cases include Oil Tank Measurement, Car Counting, Ship Monitoring. They are extending the product to include other use cases such as City Growth, Stockpile measurement, emission tracking, ice cover tracking etc.",,,,,,,,,2014,,,,,,,12400000,,,,,,,,,Data capturing [satellite],Old
Ursa Space Systems,,Geospatial maps and insights provider,Satellite,https://www.ursaspace.com,"Ursa Space Systems procures satellite imagery from their own constellations as well as other satellite constellations. Their in-house analytics engine extracts relevant information from satellite imagery and provides maps   displaying such information. Currently use cases include Oil Tank Measurement, Car Counting, Ship Monitoring. They are extending the product to include other use cases such as City Growth, Stockpile measurement, emission tracking, ice cover tracking etc.",,,,,,,,,2014,,USA,Ithaca,Yes,Series B,,31430000,,Existing,,,,,,CO2 Transparency,CO2 Tracking,Old
US FuelCell,,Makes fuel cells for vehicles,Automotive,,,,,,,,,,,2013,,Australia,Windsor,No,Unfunded,,,,Emerging,,,,,,Fuel & Efficiency,New Fuel Types,Old
UseProfile,,,,,Recruitment and career development platform for marine and energy professionals.,,,,,,,,,,,,,,,,,,,,,,,,,,Old
uShip,,Global online logistics transport marketplace,Logistics,https://www.uship.com,"uShip is an online marketplace for freight, household goods and vehicle shipping. It connects consumers and businesses with thousands of customer-reviewed carriers that often have empty truck space either through its offer-based marketplace or instant-rate LTL marketplace. Individuals and businesses post items they need to be shipped and transportation service providers on uShip place bids for the right to haul a customer's shipment. Charges a commission from carriers on every job they complete.",,,,,,,,,2004,,USA,Austin,Yes,Series D,,51810000,,Emerging,,,,,,Data & AI,Fleet Utilization,Old
USNC,,Developer of nuclear power plants,Nuclear Reactors,,,,,,,,,,,2011,,USA,Seattle,No,Series A,,17398650,,Existing,,,,,,Fuel & Efficiency,New Fuel Types,Old
UTOC,,Port handing & logistics company,Maritime,https://www.utoc.co.jp,"UTOC Corporation is a port handling & logistics company. Operates its business under three segments; Port Business, Logistics Business, and Plant Business. Under the port business segment, the company operates & manages shipping ports offering ship loading & unloading, container handling, transloading, and customs/excise clearance services. Under the logistics segment, the company offers multimodal transport services along with logistics planning, warehouse operations & management, and other logistics services. The plant business segment is focused on the provision of transport, installation, and maintenance services related to the construction of power plants such as thermal power, nuclear power, or wind power plants, and petrochemical & chemical plants.",,,,,,,,,1890,,Japan,Yokohama,Yes,Public,,,,Existing,,,,,,Business Model Innovation,Switching Transport Mode,Old
UTURN,,Provider of app-based solutions for booking shipping containers,Maritime,https://uturn-now.com/,UTURN provides app-based solutions for booking shipping containers. The company connects shippers with carriers and matches empty containers with freights. The application allows users to track shipments. It is available for Android and IOS users.,,,,,,,,,2016,,Netherlands,Rotterdam,No,Unfunded,,,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old
Uveye,,,,,UVeye is a computer vision company that specializes in the design and building of state-of-the-art camera inspection systems for vehicles.,,,,,,,,,,,,,,,,,,,,,,,,,,Old
Vaha analytics,,,,http://vahanalytics.com/,Vahanalytics is focused on the development of cloud-based data science technology solutions for the transportation and logistics industry.,,,,,,,,,,,,,,,,,,,,,,,,,,Old
Vahanalytics,,,,,Vahanalytics is focused on the development of cloud-based data science technology solutions for the transportation and logistics industry.,,,,,,,,,,,,,,,,,,,,,,,,,,Old
Vakt Global,Startup,,Finance,http://vakt.com,"VAKT is establishing a digital ecosystem for physical post-trade processing. Leveraging blockchain technologies, it will become a single source of the truth for the trade lifecycle. It will eliminate reconciliation and paper-based processes, enhance efficiency and create new trade finance opportunities. ",,,,,,Digital Trading,Advanced Paper Trading,,2018,,England,,Yes,,,,,,,,TRUE,FALSE,,,,Old
ValueShipr,,Multi-modal on-demand marketplace for logistics,Maritime,https://www.valueshipr.com,"Value Shipr is an upcoming on-demand marketplace for logistics. Plans to launch a platform that connects all the stakeholders such as consignors, consignees, fleet owners, transport companies, warehouse owners and agencies on a common platform and facilitate them to transact and manage their businesses by integrating  technologies such as  digital sourcing, internet of things (IOT), cloud, CRM, document automation, GPS tracking, analytics, artificial intelligence (AI). Claims to offer multi-modal logistics solutions such as surface, ocean, rail, and air. Yet to launch the product as of Aug'16",,,,,,,,,2016,,India,Mumbai,Yes,Seed,,797497,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old
Vamaship,,Logistics platform connecting suppliers with customers,Maritime,https://www.vamaship.com,"Vamaship is a tech integrated logistics platform facilitating shipping through air, ocean and surface. Helps shippers minimise costs through passing on bulk shipping rates and automation of shipping processes. Raised undisclosed amount of seed funding from BVC Ventures.",,,,,,,,,2015,,India,Mumbai,Yes,Seed,,,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old
